Активные соединения с интернетом (w/o servers)
tcp6       0      0 localhost:51966         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52054         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52216         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52360         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51876         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53376         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51972         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52180         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54022         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52830         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53346         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52694         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53962         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53182         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52908         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52282         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52726         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53158         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52342         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52094         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52710         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53674         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51728         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52588         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52574         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51922         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52858         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52848         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52886         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53602         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51656         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54080         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51654         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53458         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53414         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53544         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53074         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52218         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53224         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53136         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52604         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52606         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52978         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51618         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52412         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52472         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52672         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53790         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52132         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52622         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53198         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53478         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52920         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53496         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52150         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52928         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51700         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52082         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52086         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53550         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53228         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53128         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53064         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53190         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52598         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53466         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52176         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52452         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54026         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53920         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53362         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52704         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52730         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52032         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52796         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52196         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51682         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52532         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51738         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51874         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53844         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53982         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51642         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52986         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53280         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53516         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52226         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53336         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52788         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52792         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51628         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53888         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53760         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53306         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52624         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51896         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53768         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53140         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51746         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53748         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52698         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54030         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52880         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52354         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52570         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52680         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52910         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53012         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52236         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52706         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51704         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53258         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52918         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53704         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53916         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51992         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52476         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53354         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52336         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52520         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53394         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52640         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51942         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53806         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52628         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53546         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53698         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52870         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53690         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53268         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52448         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54016         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53724         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53138         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51692         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51742         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53024         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53120         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52780         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52308         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51842         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51968         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53246         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52820         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51862         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52546         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52414         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53866         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52490         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53716         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52426         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53008         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53998         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53056         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52106         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51846         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52934         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51748         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53492         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52600         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51970         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53464         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52474         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53514         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51828         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51852         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52154         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52578         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52328         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53854         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53452         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53834         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52130         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51944         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53776         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52038         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51714         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53450         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53396         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54106         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53296         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52620         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51880         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53032         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53000         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53954         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52800         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52466         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52416         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52356         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53384         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52742         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54036         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51902         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52762         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53180         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52708         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51766         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53910         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52512         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52956         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53274         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53146         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51928         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53958         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53570         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53778         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52540         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52728         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53512         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53400         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53044         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52366         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52966         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54076         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52566         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52616         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51952         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53750         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53460         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51940         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52528         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52580         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51644         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52844         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53926         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53582         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51756         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53102         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51636         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53616         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53996         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52430         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51804         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53842         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52554         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52012         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53594         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52420         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53584         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52182         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51832         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53670         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52582         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51620         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53530         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52450         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53548         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52884         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53498         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51910         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53168         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52552         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52650         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53080         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53316         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53884         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52306         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51914         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52716         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52388         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52940         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52316         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52000         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53438         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52204         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53308         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52852         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51780         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52368         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52034         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53098         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51836         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52630         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52950         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51646         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53628         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53010         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53066         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51696         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51950         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51724         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52284         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51602         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:3000          localhost:49850         ESTABLISHED
tcp6       0      0 localhost:52840         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52210         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52744         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52544         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54088         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53526         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53960         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53810         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53304         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52332         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52968         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54090         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53500         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51988         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53590         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51712         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51594         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53666         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52712         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53634         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53968         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53082         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53490         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53364         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53898         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52214         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53658         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52136         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51802         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52246         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53462         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52364         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53746         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54066         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52294         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53052         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52406         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52444         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53826         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51974         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53598         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54110         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52442         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53350         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53720         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53818         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53992         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53938         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51840         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51998         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:52784         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:54032         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:51782         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53902         localhost:5555          TIME_WAIT  
tcp6       0      0 localhost:53470         localhost:5555          TIME_WAIT  
